port_id,location,date,congestion_level,queue_time_hours
1,Shanghai,2023-05-28,0.744,5.16
1,Shanghai,2023-05-29,0.6978,9.24
1,Shanghai,2023-05-30,0.6004,2.91
1,Shanghai,2023-05-31,0.6601,0.14
1,Shanghai,2023-06-01,0.7157,4.08
1,Shanghai,2023-06-02,0.657,12.05
1,Shanghai,2023-06-03,0.7153,12.14
1,Shanghai,2023-06-04,0.6739,70.32
1,Shanghai,2023-06-05,0.6607,6.96
1,Shanghai,2023-06-06,0.6723,4.93
1,Shanghai,2023-06-07,0.6497,12.58
1,Shanghai,2023-06-08,0.5254,3.79
1,Shanghai,2023-06-09,0.5332,1.83
1,Shanghai,2023-06-10,0.4484,4.05
1,Shanghai,2023-06-11,0.3519,1.05
1,Shanghai,2023-06-12,0.3739,4.58
1,Shanghai,2023-06-13,0.3858,0.41
1,Shanghai,2023-06-14,0.3202,2.27
1,Shanghai,2023-06-15,0.3482,6.14
1,Shanghai,2023-06-16,0.4041,4.93
1,Shanghai,2023-06-17,0.4605,1.73
1,Shanghai,2023-06-18,0.4561,1.55
1,Shanghai,2023-06-19,0.5475,13.53
1,Shanghai,2023-06-20,0.5932,3.69
1,Shanghai,2023-06-21,0.4915,8.24
1,Shanghai,2023-06-22,0.601,4.57
1,Shanghai,2023-06-23,0.6962,3.15
1,Shanghai,2023-06-24,0.6581,0.8
1,Shanghai,2023-06-25,0.5841,8.73
1,Shanghai,2023-06-26,0.6687,7.7
1,Shanghai,2023-06-27,0.61,8.24
1,Shanghai,2023-06-28,0.5359,1.85
1,Shanghai,2023-06-29,0.5141,2.92
1,Shanghai,2023-06-30,0.6182,24.28
1,Shanghai,2023-07-01,0.6958,5.3
1,Shanghai,2023-07-02,0.7881,7.23
1,Shanghai,2023-07-03,0.7825,8.82
1,Shanghai,2023-07-04,0.7427,7.98
1,Shanghai,2023-07-05,0.7081,7.21
1,Shanghai,2023-07-06,0.6484,5.19
1,Shanghai,2023-07-07,0.624,2.71
1,Shanghai,2023-07-08,0.5869,3.11
1,Shanghai,2023-07-09,0.6931,6.02
1,Shanghai,2023-07-10,0.6625,3.45
1,Shanghai,2023-07-11,0.6602,8.17
1,Shanghai,2023-07-12,0.6813,5.4
1,Shanghai,2023-07-13,0.7907,6.31
1,Shanghai,2023-07-14,0.8079,2.02
1,Shanghai,2023-07-15,0.7584,7.49
1,Shanghai,2023-07-16,0.6725,24.13
1,Shanghai,2023-07-17,0.6423,7.88
1,Shanghai,2023-07-18,0.6286,5.89
1,Shanghai,2023-07-19,0.5989,1.08
1,Shanghai,2023-07-20,0.5876,2.81
1,Shanghai,2023-07-21,0.646,0.4
1,Shanghai,2023-07-22,0.5934,15.41
1,Shanghai,2023-07-23,0.6088,1.66
1,Shanghai,2023-07-24,0.7022,0.22
1,Shanghai,2023-07-25,0.5725,3.07
1,Shanghai,2023-07-26,0.5785,16.3
1,Shanghai,2023-07-27,0.6593,33.18
1,Shanghai,2023-07-28,0.6996,4.59
1,Shanghai,2023-07-29,0.6422,6.56
1,Shanghai,2023-07-30,0.6662,11.07
1,Shanghai,2023-07-31,0.6589,6.7
1,Shanghai,2023-08-01,0.697,9.99
1,Shanghai,2023-08-02,0.7058,24.03
1,Shanghai,2023-08-03,0.7997,14.55
1,Shanghai,2023-08-04,0.7917,0.21
1,Shanghai,2023-08-05,0.7875,20.59
1,Shanghai,2023-08-06,0.7368,7.18
1,Shanghai,2023-08-07,0.759,53.49
1,Shanghai,2023-08-08,0.681,21.08
1,Shanghai,2023-08-09,0.7428,12.31
1,Shanghai,2023-08-10,0.7321,9.47
1,Shanghai,2023-08-11,0.7404,3.28
1,Shanghai,2023-08-12,0.7703,18.81
1,Shanghai,2023-08-13,0.834,26.35
1,Shanghai,2023-08-14,0.9744,15.86
1,Shanghai,2023-08-15,0.871,0.24
1,Shanghai,2023-08-16,0.8725,90.75
1,Shanghai,2023-08-17,0.8894,110.92
1,Shanghai,2023-08-18,0.8716,9.62
1,Shanghai,2023-08-19,0.7929,3.76
1,Shanghai,2023-08-20,0.8324,9.27
1,Shanghai,2023-08-21,0.782,7.3
1,Shanghai,2023-08-22,0.777,3.23
1,Shanghai,2023-08-23,0.7062,19.52
1,Shanghai,2023-08-24,0.6886,10.95
1,Shanghai,2023-08-25,0.6073,13.98
1,Shanghai,2023-08-26,0.5365,2.52
1,Shanghai,2023-08-27,0.4278,0.43
1,Shanghai,2023-08-28,0.6407,10.34
1,Shanghai,2023-08-29,0.5417,1.92
1,Shanghai,2023-08-30,0.5939,2.21
1,Shanghai,2023-08-31,0.5413,19.58
1,Shanghai,2023-09-01,0.4278,4.09
1,Shanghai,2023-09-02,0.4564,9.56
1,Shanghai,2023-09-03,0.6206,4.37
1,Shanghai,2023-09-04,0.6034,6.27
1,Shanghai,2023-09-05,0.7058,20.51
1,Shanghai,2023-09-06,0.8034,10.71
1,Shanghai,2023-09-07,0.7066,67.55
1,Shanghai,2023-09-08,0.6123,47.95
1,Shanghai,2023-09-09,0.5559,4.91
1,Shanghai,2023-09-10,0.6187,1.81
1,Shanghai,2023-09-11,0.5275,2.12
1,Shanghai,2023-09-12,0.558,2.86
1,Shanghai,2023-09-13,0.561,25.26
1,Shanghai,2023-09-14,0.5183,2.34
1,Shanghai,2023-09-15,0.5206,7.75
1,Shanghai,2023-09-16,0.5114,6.81
1,Shanghai,2023-09-17,0.5195,3.74
1,Shanghai,2023-09-18,0.6597,18.4
1,Shanghai,2023-09-19,0.6197,5.31
1,Shanghai,2023-09-20,0.6037,13.13
1,Shanghai,2023-09-21,0.6325,5.33
1,Shanghai,2023-09-22,0.5913,1.29
1,Shanghai,2023-09-23,0.6808,1.45
1,Shanghai,2023-09-24,0.6132,1.06
1,Shanghai,2023-09-25,0.672,5.33
1,Shanghai,2023-09-26,0.6396,1.57
1,Shanghai,2023-09-27,0.6272,0.5
1,Shanghai,2023-09-28,0.7361,10.55
1,Shanghai,2023-09-29,0.7575,4.16
1,Shanghai,2023-09-30,0.6887,6.04
1,Shanghai,2023-10-01,0.6144,1.17
1,Shanghai,2023-10-02,0.7206,30.76
1,Shanghai,2023-10-03,0.725,23.06
1,Shanghai,2023-10-04,0.6717,11.5
1,Shanghai,2023-10-05,0.7213,36.25
1,Shanghai,2023-10-06,0.6795,4.16
1,Shanghai,2023-10-07,0.6094,7.17
1,Shanghai,2023-10-08,0.5916,2.35
1,Shanghai,2023-10-09,0.6065,0.08
1,Shanghai,2023-10-10,0.4923,1.27
1,Shanghai,2023-10-11,0.4663,6.22
1,Shanghai,2023-10-12,0.508,2.39
1,Shanghai,2023-10-13,0.518,1.75
1,Shanghai,2023-10-14,0.5176,1.32
1,Shanghai,2023-10-15,0.4581,5.34
1,Shanghai,2023-10-16,0.5241,5.17
1,Shanghai,2023-10-17,0.5546,12.54
1,Shanghai,2023-10-18,0.6364,16.08
1,Shanghai,2023-10-19,0.6047,3.47
1,Shanghai,2023-10-20,0.6106,30.16
1,Shanghai,2023-10-21,0.6394,11.51
1,Shanghai,2023-10-22,0.6175,0.52
1,Shanghai,2023-10-23,0.6853,0.6
1,Shanghai,2023-10-24,0.711,16.24
1,Shanghai,2023-10-25,0.6256,18.48
1,Shanghai,2023-10-26,0.5476,3.17
1,Shanghai,2023-10-27,0.5411,1.08
1,Shanghai,2023-10-28,0.4369,4.47
1,Shanghai,2023-10-29,0.5599,8.82
1,Shanghai,2023-10-30,0.5203,6.0
1,Shanghai,2023-10-31,0.5912,4.38
1,Shanghai,2023-11-01,0.5226,2.15
1,Shanghai,2023-11-02,0.5886,2.23
1,Shanghai,2023-11-03,0.6831,0.76
1,Shanghai,2023-11-04,0.5612,6.87
1,Shanghai,2023-11-05,0.5513,1.57
1,Shanghai,2023-11-06,0.6918,1.49
1,Shanghai,2023-11-07,0.679,3.18
1,Shanghai,2023-11-08,0.7158,1.69
1,Shanghai,2023-11-09,0.7097,3.06
1,Shanghai,2023-11-10,0.772,10.52
1,Shanghai,2023-11-11,0.8194,0.19
1,Shanghai,2023-11-12,0.7742,2.51
1,Shanghai,2023-11-13,0.7856,8.48
1,Shanghai,2023-11-14,0.7367,5.72
1,Shanghai,2023-11-15,0.6381,0.47
1,Shanghai,2023-11-16,0.6678,0.26
1,Shanghai,2023-11-17,0.6867,8.14
1,Shanghai,2023-11-18,0.744,9.75
1,Shanghai,2023-11-19,0.8356,15.24
1,Shanghai,2023-11-20,0.8072,27.61
1,Shanghai,2023-11-21,0.7497,12.91
1,Shanghai,2023-11-22,0.6867,16.85
1,Shanghai,2023-11-23,0.7555,4.49
1,Shanghai,2023-11-24,0.6765,40.91
1,Shanghai,2023-11-25,0.68,2.71
1,Shanghai,2023-11-26,0.5734,17.49
1,Shanghai,2023-11-27,0.6971,11.68
1,Shanghai,2023-11-28,0.7213,12.22
1,Shanghai,2023-11-29,0.661,11.84
1,Shanghai,2023-11-30,0.7538,53.93
1,Shanghai,2023-12-01,0.7096,3.1
1,Shanghai,2023-12-02,0.6959,0.35
1,Shanghai,2023-12-03,0.5443,9.51
1,Shanghai,2023-12-04,0.6207,19.47
1,Shanghai,2023-12-05,0.5891,2.2
1,Shanghai,2023-12-06,0.5691,5.88
1,Shanghai,2023-12-07,0.507,28.17
1,Shanghai,2023-12-08,0.4742,4.05
1,Shanghai,2023-12-09,0.4486,7.41
1,Shanghai,2023-12-10,0.5362,0.95
1,Shanghai,2023-12-11,0.6005,1.22
1,Shanghai,2023-12-12,0.5404,2.55
1,Shanghai,2023-12-13,0.4062,0.79
1,Shanghai,2023-12-14,0.5393,13.13
1,Shanghai,2023-12-15,0.4203,1.24
1,Shanghai,2023-12-16,0.5018,0.27
1,Shanghai,2023-12-17,0.5354,0.69
1,Shanghai,2023-12-18,0.5633,18.23
1,Shanghai,2023-12-19,0.5254,20.56
1,Shanghai,2023-12-20,0.5724,0.56
1,Shanghai,2023-12-21,0.6335,9.41
1,Shanghai,2023-12-22,0.7177,22.49
1,Shanghai,2023-12-23,0.7626,10.54
1,Shanghai,2023-12-24,0.6446,17.06
1,Shanghai,2023-12-25,0.6305,8.04
1,Shanghai,2023-12-26,0.581,5.78
1,Shanghai,2023-12-27,0.5789,17.55
1,Shanghai,2023-12-28,0.5906,8.42
1,Shanghai,2023-12-29,0.6781,12.85
1,Shanghai,2023-12-30,0.6593,2.43
1,Shanghai,2023-12-31,0.6912,21.58
1,Shanghai,2024-01-01,0.6912,0.28
1,Shanghai,2024-01-02,0.7959,1.47
1,Shanghai,2024-01-03,0.7264,4.31
1,Shanghai,2024-01-04,0.6643,33.1
1,Shanghai,2024-01-05,0.6948,27.79
1,Shanghai,2024-01-06,0.7451,23.95
1,Shanghai,2024-01-07,0.6736,2.68
1,Shanghai,2024-01-08,0.6794,10.16
1,Shanghai,2024-01-09,0.6404,12.8
1,Shanghai,2024-01-10,0.5661,7.11
1,Shanghai,2024-01-11,0.5295,10.24
1,Shanghai,2024-01-12,0.5192,10.9
1,Shanghai,2024-01-13,0.6011,3.11
1,Shanghai,2024-01-14,0.6032,4.14
1,Shanghai,2024-01-15,0.6049,10.76
1,Shanghai,2024-01-16,0.7089,42.76
1,Shanghai,2024-01-17,0.7971,7.35
1,Shanghai,2024-01-18,0.8692,29.62
1,Shanghai,2024-01-19,0.8324,1.47
1,Shanghai,2024-01-20,0.8589,22.45
1,Shanghai,2024-01-21,0.9489,0.31
1,Shanghai,2024-01-22,0.9158,72.68
1,Shanghai,2024-01-23,0.8573,18.93
1,Shanghai,2024-01-24,0.7926,3.84
1,Shanghai,2024-01-25,0.7749,10.2
1,Shanghai,2024-01-26,0.8857,68.05
1,Shanghai,2024-01-27,0.8477,15.13
1,Shanghai,2024-01-28,0.7766,10.36
1,Shanghai,2024-01-29,0.7818,41.32
1,Shanghai,2024-01-30,0.8232,9.82
1,Shanghai,2024-01-31,0.6188,3.05
1,Shanghai,2024-02-01,0.632,23.45
1,Shanghai,2024-02-02,0.6368,0.75
1,Shanghai,2024-02-03,0.5856,5.25
1,Shanghai,2024-02-04,0.474,0.87
1,Shanghai,2024-02-05,0.5583,9.12
1,Shanghai,2024-02-06,0.5378,0.97
1,Shanghai,2024-02-07,0.5648,1.2
1,Shanghai,2024-02-08,0.4935,4.43
1,Shanghai,2024-02-09,0.4144,3.36
1,Shanghai,2024-02-10,0.3554,1.17
1,Shanghai,2024-02-11,0.3634,5.17
1,Shanghai,2024-02-12,0.3149,4.97
1,Shanghai,2024-02-13,0.3499,1.43
1,Shanghai,2024-02-14,0.4721,17.74
1,Shanghai,2024-02-15,0.3299,2.6
1,Shanghai,2024-02-16,0.3418,4.81
1,Shanghai,2024-02-17,0.3545,3.62
1,Shanghai,2024-02-18,0.3644,0.05
1,Shanghai,2024-02-19,0.5034,4.99
1,Shanghai,2024-02-20,0.4815,8.46
1,Shanghai,2024-02-21,0.4702,3.89
1,Shanghai,2024-02-22,0.4559,3.9
1,Shanghai,2024-02-23,0.5241,17.86
1,Shanghai,2024-02-24,0.6241,6.62
1,Shanghai,2024-02-25,0.6134,12.9
1,Shanghai,2024-02-26,0.7358,14.74
1,Shanghai,2024-02-27,0.7173,20.62
1,Shanghai,2024-02-28,0.6195,3.1
1,Shanghai,2024-02-29,0.6761,12.77
1,Shanghai,2024-03-01,0.6877,4.99
1,Shanghai,2024-03-02,0.7551,0.3
1,Shanghai,2024-03-03,0.7781,5.37
1,Shanghai,2024-03-04,0.8448,12.08
1,Shanghai,2024-03-05,0.7618,19.77
1,Shanghai,2024-03-06,0.6768,0.2
1,Shanghai,2024-03-07,0.6573,13.21
1,Shanghai,2024-03-08,0.5911,7.26
1,Shanghai,2024-03-09,0.5194,7.61
1,Shanghai,2024-03-10,0.4761,3.91
1,Shanghai,2024-03-11,0.4495,5.66
1,Shanghai,2024-03-12,0.4532,3.34
1,Shanghai,2024-03-13,0.4642,3.05
1,Shanghai,2024-03-14,0.441,3.62
1,Shanghai,2024-03-15,0.4073,8.33
1,Shanghai,2024-03-16,0.3726,3.48
1,Shanghai,2024-03-17,0.4057,6.04
1,Shanghai,2024-03-18,0.4462,5.67
1,Shanghai,2024-03-19,0.4628,6.99
1,Shanghai,2024-03-20,0.4176,0.97
1,Shanghai,2024-03-21,0.4566,2.1
1,Shanghai,2024-03-22,0.5426,13.14
1,Shanghai,2024-03-23,0.4631,3.5
1,Shanghai,2024-03-24,0.4441,20.24
1,Shanghai,2024-03-25,0.3954,2.84
1,Shanghai,2024-03-26,0.4613,8.48
1,Shanghai,2024-03-27,0.6034,13.03
1,Shanghai,2024-03-28,0.6492,8.31
1,Shanghai,2024-03-29,0.6565,1.7
1,Shanghai,2024-03-30,0.6512,3.72
1,Shanghai,2024-03-31,0.6714,2.43
1,Shanghai,2024-04-01,0.619,7.12
1,Shanghai,2024-04-02,0.612,5.15
1,Shanghai,2024-04-03,0.6012,2.25
1,Shanghai,2024-04-04,0.5796,6.95
1,Shanghai,2024-04-05,0.5785,12.57
1,Shanghai,2024-04-06,0.5784,8.24
1,Shanghai,2024-04-07,0.5125,0.19
1,Shanghai,2024-04-08,0.5098,18.7
1,Shanghai,2024-04-09,0.5291,28.58
1,Shanghai,2024-04-10,0.527,0.11
1,Shanghai,2024-04-11,0.5286,0.64
1,Shanghai,2024-04-12,0.6173,19.85
1,Shanghai,2024-04-13,0.601,13.66
1,Shanghai,2024-04-14,0.5801,7.0
1,Shanghai,2024-04-15,0.6536,36.71
1,Shanghai,2024-04-16,0.7452,0.75
1,Shanghai,2024-04-17,0.6915,5.94
1,Shanghai,2024-04-18,0.6998,19.95
1,Shanghai,2024-04-19,0.6943,1.74
1,Shanghai,2024-04-20,0.6181,2.2
1,Shanghai,2024-04-21,0.6065,0.9
1,Shanghai,2024-04-22,0.6743,5.51
1,Shanghai,2024-04-23,0.6073,0.89
1,Shanghai,2024-04-24,0.6655,7.51
1,Shanghai,2024-04-25,0.6261,0.49
1,Shanghai,2024-04-26,0.6184,5.37
1,Shanghai,2024-04-27,0.6532,17.86
1,Shanghai,2024-04-28,0.655,20.9
1,Shanghai,2024-04-29,0.6365,6.31
1,Shanghai,2024-04-30,0.5457,0.22
1,Shanghai,2024-05-01,0.6471,5.71
1,Shanghai,2024-05-02,0.6441,3.34
1,Shanghai,2024-05-03,0.7732,0.11
1,Shanghai,2024-05-04,0.7151,8.99
1,Shanghai,2024-05-05,0.7133,13.82
1,Shanghai,2024-05-06,0.6579,9.23
1,Shanghai,2024-05-07,0.5826,1.12
1,Shanghai,2024-05-08,0.5509,1.34
1,Shanghai,2024-05-09,0.6488,15.61
1,Shanghai,2024-05-10,0.679,39.9
1,Shanghai,2024-05-11,0.7269,0.96
1,Shanghai,2024-05-12,0.8255,7.76
1,Shanghai,2024-05-13,0.8876,26.17
1,Shanghai,2024-05-14,0.8997,1.3
1,Shanghai,2024-05-15,0.8638,4.09
1,Shanghai,2024-05-16,0.9112,3.35
1,Shanghai,2024-05-17,0.9178,89.36
1,Shanghai,2024-05-18,0.9401,107.93
1,Shanghai,2024-05-19,0.8722,38.19
1,Shanghai,2024-05-20,0.9133,40.96
1,Shanghai,2024-05-21,0.8935,24.58
1,Shanghai,2024-05-22,0.8312,8.23
1,Shanghai,2024-05-23,0.7111,6.2
1,Shanghai,2024-05-24,0.7393,9.51
1,Shanghai,2024-05-25,0.742,0.29
1,Shanghai,2024-05-26,0.6571,9.19
1,Shanghai,2024-05-27,0.6913,13.82
1,Shanghai,2024-05-28,0.6904,3.81
1,Shanghai,2024-05-29,0.7384,0.3
1,Shanghai,2024-05-30,0.7326,0.32
1,Shanghai,2024-05-31,0.781,10.46
1,Shanghai,2024-06-01,0.7427,0.76
1,Shanghai,2024-06-02,0.6991,36.27
1,Shanghai,2024-06-03,0.7113,9.24
1,Shanghai,2024-06-04,0.6631,1.6
1,Shanghai,2024-06-05,0.6334,3.19
1,Shanghai,2024-06-06,0.6527,12.0
1,Shanghai,2024-06-07,0.7012,4.84
1,Shanghai,2024-06-08,0.708,4.87
1,Shanghai,2024-06-09,0.7058,6.77
1,Shanghai,2024-06-10,0.8046,4.28
1,Shanghai,2024-06-11,0.8511,19.2
1,Shanghai,2024-06-12,0.8224,6.76
1,Shanghai,2024-06-13,0.8812,60.21
1,Shanghai,2024-06-14,0.955,8.24
1,Shanghai,2024-06-15,0.9137,6.17
1,Shanghai,2024-06-16,0.8315,3.0
1,Shanghai,2024-06-17,0.8144,19.18
1,Shanghai,2024-06-18,0.7861,15.09
1,Shanghai,2024-06-19,0.7373,0.63
1,Shanghai,2024-06-20,0.6543,8.68
1,Shanghai,2024-06-21,0.6079,9.25
1,Shanghai,2024-06-22,0.5737,0.56
1,Shanghai,2024-06-23,0.534,1.23
1,Shanghai,2024-06-24,0.4604,1.02
1,Shanghai,2024-06-25,0.5198,7.54
1,Shanghai,2024-06-26,0.5838,11.04
1,Shanghai,2024-06-27,0.6135,1.73
1,Shanghai,2024-06-28,0.5078,1.94
1,Shanghai,2024-06-29,0.4995,6.28
1,Shanghai,2024-06-30,0.5309,1.47
1,Shanghai,2024-07-01,0.6461,10.4
1,Shanghai,2024-07-02,0.7631,0.17
1,Shanghai,2024-07-03,0.7364,2.65
1,Shanghai,2024-07-04,0.7215,2.82
1,Shanghai,2024-07-05,0.7583,2.21
1,Shanghai,2024-07-06,0.6963,2.53
1,Shanghai,2024-07-07,0.6309,0.7
1,Shanghai,2024-07-08,0.7124,21.48
1,Shanghai,2024-07-09,0.7318,31.34
1,Shanghai,2024-07-10,0.696,0.22
1,Shanghai,2024-07-11,0.5826,1.06
1,Shanghai,2024-07-12,0.4785,1.71
1,Shanghai,2024-07-13,0.4809,15.05
1,Shanghai,2024-07-14,0.485,14.65
1,Shanghai,2024-07-15,0.5162,8.84
1,Shanghai,2024-07-16,0.5723,1.03
1,Shanghai,2024-07-17,0.5807,21.33
1,Shanghai,2024-07-18,0.4566,2.1
1,Shanghai,2024-07-19,0.6158,14.85
1,Shanghai,2024-07-20,0.4553,1.26
1,Shanghai,2024-07-21,0.4319,5.79
1,Shanghai,2024-07-22,0.4242,1.98
1,Shanghai,2024-07-23,0.4666,14.53
1,Shanghai,2024-07-24,0.3976,3.51
1,Shanghai,2024-07-25,0.4537,3.13
1,Shanghai,2024-07-26,0.4746,0.27
1,Shanghai,2024-07-27,0.525,6.47
1,Shanghai,2024-07-28,0.3825,3.17
1,Shanghai,2024-07-29,0.4288,7.39
1,Shanghai,2024-07-30,0.4834,5.43
1,Shanghai,2024-07-31,0.4214,1.34
1,Shanghai,2024-08-01,0.4536,2.28
1,Shanghai,2024-08-02,0.5099,1.11
1,Shanghai,2024-08-03,0.5278,1.63
1,Shanghai,2024-08-04,0.5069,1.48
1,Shanghai,2024-08-05,0.5939,12.19
1,Shanghai,2024-08-06,0.6076,16.96
