event_id,shipment_id,event_type,cause,severity,timestamp,duration_hours
56,59,port_congestion,high_demand,medium,2024-10-23 06:02:24,7.06
57,59,weather_disruption,blizzard,medium,2024-10-23 06:31:11,17.04
58,59,port_congestion,inspection_backlog,medium,2024-10-23 06:42:57,12.99
59,59,weather_disruption,severe_storm,medium,2024-10-23 10:30:01,18.87
60,59,transport_delay,vehicle_breakdown,medium,2024-10-23 17:15:44,12.13
61,60,transport_delay,fuel_shortage,high,2023-10-28 13:29:20,34.82
62,60,transport_delay,fuel_shortage,high,2023-10-31 03:01:41,99.0
63,60,supplier_failure,bankruptcy,high,2023-10-31 19:00:32,54.82
64,61,transport_delay,fuel_shortage,medium,2023-10-21 08:11:29,6.95
65,63,weather_disruption,fog,high,2024-05-18 11:31:52,27.52
66,67,transport_delay,border_delay,medium,2023-04-07 15:08:34,5.87
67,68,supplier_failure,quality_issue,medium,2024-07-01 22:30:52,5.75
68,69,transport_delay,border_delay,medium,2023-07-29 19:13:07,5.41
69,70,transport_delay,border_delay,low,2023-08-21 15:49:13,2.13
70,71,transport_delay,road_closure,medium,2025-09-03 08:16:58,3.65
71,72,port_congestion,inspection_backlog,medium,2023-03-16 04:08:01,11.77
72,74,supplier_failure,capacity_shortage,medium,2024-11-18 14:35:12,22.78
73,75,weather_disruption,blizzard,high,2023-08-27 18:06:10,9.89
74,75,transport_delay,border_delay,high,2023-08-28 00:15:15,49.74
75,75,weather_disruption,fog,high,2023-08-28 01:36:10,119.91
76,75,port_congestion,equipment_failure,high,2023-08-28 16:38:40,113.55
77,75,weather_disruption,flooding,high,2023-08-31 12:48:51,23.04
78,77,transport_delay,border_delay,low,2024-03-09 08:37:15,1.74
79,78,supplier_failure,quality_issue,medium,2025-01-06 09:06:31,8.09
80,80,transport_delay,border_delay,high,2024-10-01 08:30:39,12.95
81,82,transport_delay,border_delay,medium,2024-03-28 00:54:36,12.66
82,83,port_congestion,high_demand,low,2024-11-02 00:09:28,6.41
83,83,transport_delay,border_delay,low,2024-11-02 04:48:33,2.66
84,84,port_congestion,labor_strike,low,2024-02-24 02:56:48,5.73
85,85,port_congestion,high_demand,medium,2023-11-28 08:26:26,12.59
86,88,transport_delay,vehicle_breakdown,medium,2023-03-19 10:08:37,8.04
87,92,transport_delay,fuel_shortage,medium,2025-11-20 19:33:55,25.14
88,93,supplier_failure,capacity_shortage,medium,2023-01-06 18:28:41,12.3
89,93,transport_delay,fuel_shortage,medium,2023-01-07 03:38:57,19.36
90,93,transport_delay,fuel_shortage,medium,2023-01-07 18:41:33,6.44
91,97,port_congestion,high_demand,low,2024-05-17 22:08:56,5.59
92,100,transport_delay,border_delay,medium,2023-11-01 18:03:11,4.59
93,101,port_congestion,high_demand,high,2025-05-01 08:31:03,32.26
94,102,weather_disruption,fog,medium,2024-07-23 12:06:11,18.19
95,103,transport_delay,fuel_shortage,medium,2024-03-04 11:01:54,13.4
96,104,transport_delay,road_closure,high,2023-03-01 08:10:00,32.4
97,104,port_congestion,high_demand,high,2023-03-01 09:45:38,12.23
98,104,port_congestion,high_demand,high,2023-03-03 01:23:48,51.3
99,104,transport_delay,vehicle_breakdown,high,2023-03-03 12:15:32,50.24
100,108,transport_delay,fuel_shortage,medium,2024-09-30 09:47:37,14.6
101,108,transport_delay,fuel_shortage,medium,2024-10-01 02:14:01,15.75
102,113,weather_disruption,flooding,medium,2025-09-05 17:45:12,45.75
103,116,supplier_failure,production_halt,medium,2024-05-14 15:28:19,4.23
104,117,transport_delay,vehicle_breakdown,low,2024-09-29 06:30:54,2.3
105,118,supplier_failure,quality_issue,medium,2025-07-24 03:16:55,7.84
106,121,transport_delay,road_closure,high,2023-05-30 08:30:13,48.03
107,121,port_congestion,inspection_backlog,high,2023-05-31 02:17:06,13.85
108,123,port_congestion,labor_strike,medium,2024-09-28 00:12:40,13.7
109,125,transport_delay,vehicle_breakdown,high,2023-05-27 06:23:59,35.72
110,125,transport_delay,fuel_shortage,high,2023-05-30 18:28:19,36.63
111,129,port_congestion,equipment_failure,medium,2023-03-26 00:54:46,7.28
112,129,supplier_failure,quality_issue,medium,2023-03-26 14:39:19,11.12
113,130,supplier_failure,capacity_shortage,high,2023-12-18 10:45:36,50.85
114,130,transport_delay,fuel_shortage,high,2023-12-19 10:06:04,36.12
115,131,transport_delay,border_delay,low,2024-04-18 02:57:54,9.0
116,132,transport_delay,fuel_shortage,medium,2023-03-18 04:43:41,14.47
117,132,transport_delay,border_delay,medium,2023-03-18 10:47:02,8.43
118,134,transport_delay,road_closure,medium,2024-05-12 08:14:05,2.8
119,136,transport_delay,vehicle_breakdown,medium,2023-11-30 01:51:02,6.65
120,137,transport_delay,border_delay,medium,2024-05-11 04:39:41,20.28
121,137,port_congestion,labor_strike,medium,2024-05-11 07:03:30,35.29
122,137,port_congestion,inspection_backlog,medium,2024-05-12 03:34:01,12.3
123,138,port_congestion,inspection_backlog,low,2023-06-02 14:39:18,8.03
124,139,transport_delay,road_closure,high,2024-03-23 03:56:07,22.14
125,139,port_congestion,high_demand,high,2024-03-24 16:32:38,13.47
126,139,supplier_failure,capacity_shortage,high,2024-03-26 06:53:49,25.46
127,143,port_congestion,equipment_failure,high,2024-03-28 12:19:18,37.07
128,143,transport_delay,vehicle_breakdown,high,2024-03-28 14:06:13,15.04
129,143,supplier_failure,bankruptcy,high,2024-03-28 23:55:54,48.81
130,143,transport_delay,fuel_shortage,high,2024-03-29 18:12:29,66.14
131,144,transport_delay,border_delay,high,2024-12-26 10:00:38,44.86
132,144,supplier_failure,bankruptcy,high,2024-12-27 14:50:01,30.7
133,144,port_congestion,high_demand,high,2024-12-27 22:52:13,44.5
134,145,port_congestion,labor_strike,high,2023-07-16 13:47:25,17.99
135,145,transport_delay,vehicle_breakdown,high,2023-07-17 10:36:51,71.12
136,145,transport_delay,road_closure,high,2023-07-19 06:39:07,86.54
137,146,transport_delay,vehicle_breakdown,medium,2025-11-14 01:41:56,7.69
138,146,transport_delay,vehicle_breakdown,medium,2025-11-14 05:01:21,21.62
139,146,transport_delay,border_delay,medium,2025-11-15 08:21:51,16.55
140,147,weather_disruption,hurricane,medium,2024-05-11 19:38:04,28.85
141,149,port_congestion,high_demand,low,2025-01-18 03:24:32,5.31
142,150,transport_delay,vehicle_breakdown,medium,2025-03-16 07:13:18,10.18
143,151,port_congestion,equipment_failure,high,2024-07-08 09:34:34,24.18
144,151,weather_disruption,blizzard,high,2024-07-08 20:22:20,58.4
145,152,port_congestion,equipment_failure,high,2023-06-07 08:19:37,48.56
146,155,supplier_failure,bankruptcy,medium,2024-07-02 02:24:23,16.42
147,156,weather_disruption,flooding,low,2024-08-10 12:52:05,7.05
148,158,transport_delay,road_closure,medium,2024-07-30 01:36:20,6.66
149,159,weather_disruption,severe_storm,medium,2023-06-05 20:06:57,28.16
150,160,transport_delay,vehicle_breakdown,medium,2025-04-22 16:46:31,22.94
151,167,port_congestion,high_demand,medium,2023-04-02 00:30:55,8.71
152,167,supplier_failure,bankruptcy,medium,2023-04-02 02:40:35,37.87
153,167,port_congestion,inspection_backlog,medium,2023-04-02 14:08:20,15.05
154,167,weather_disruption,severe_storm,medium,2023-04-02 22:19:04,4.21
155,167,weather_disruption,fog,medium,2023-04-03 13:10:56,9.41
156,168,supplier_failure,capacity_shortage,low,2023-06-29 22:41:52,5.71
157,170,weather_disruption,blizzard,low,2024-08-08 05:58:35,1.52
158,172,port_congestion,labor_strike,high,2023-05-20 06:51:01,40.99
159,172,weather_disruption,blizzard,high,2023-05-21 04:03:48,47.9
160,172,weather_disruption,blizzard,high,2023-05-23 15:08:06,41.48
161,174,weather_disruption,flooding,low,2025-03-31 05:28:15,6.09
162,175,weather_disruption,flooding,medium,2023-05-01 22:23:39,13.47
163,177,transport_delay,road_closure,medium,2023-10-21 11:24:28,18.26
164,179,supplier_failure,quality_issue,low,2025-01-30 05:59:03,2.97
165,181,port_congestion,inspection_backlog,medium,2023-05-22 05:21:22,21.36
166,182,transport_delay,border_delay,medium,2025-09-16 15:13:04,7.39
167,188,supplier_failure,bankruptcy,high,2023-05-06 14:22:00,42.97
168,189,transport_delay,border_delay,medium,2023-04-13 21:27:37,25.78
169,189,port_congestion,equipment_failure,medium,2023-04-14 10:45:40,39.33
170,190,transport_delay,road_closure,medium,2023-06-04 03:00:26,4.92
171,190,transport_delay,border_delay,medium,2023-06-04 16:11:35,12.28
172,191,transport_delay,vehicle_breakdown,medium,2024-07-11 18:45:26,21.88
173,191,transport_delay,border_delay,medium,2024-07-11 20:21:11,32.23
174,191,port_congestion,inspection_backlog,medium,2024-07-12 11:50:00,23.99
175,193,transport_delay,vehicle_breakdown,high,2024-10-03 12:07:33,25.01
176,193,port_congestion,equipment_failure,high,2024-10-04 17:57:09,29.4
177,197,port_congestion,inspection_backlog,medium,2024-07-15 23:56:24,4.53
178,199,transport_delay,border_delay,medium,2024-02-13 12:28:14,8.96
179,199,supplier_failure,bankruptcy,medium,2024-02-14 06:02:01,28.67
180,199,transport_delay,border_delay,medium,2024-02-14 11:26:26,9.95
181,201,transport_delay,fuel_shortage,medium,2024-12-26 02:12:24,17.38
182,201,port_congestion,equipment_failure,medium,2024-12-26 05:22:10,18.03
183,202,supplier_failure,production_halt,low,2023-09-19 02:35:39,1.97
184,203,supplier_failure,capacity_shortage,medium,2024-09-03 19:42:26,16.46
185,203,transport_delay,border_delay,medium,2024-09-04 21:09:38,19.32
186,207,transport_delay,vehicle_breakdown,low,2024-05-21 09:04:57,2.49
187,210,transport_delay,road_closure,medium,2024-03-05 00:00:46,12.9
188,215,transport_delay,border_delay,low,2023-08-01 05:32:20,4.81
189,215,transport_delay,vehicle_breakdown,low,2023-08-01 06:21:53,4.21
190,216,weather_disruption,hurricane,medium,2024-11-04 08:01:08,20.1
191,216,weather_disruption,flooding,medium,2024-11-04 19:00:08,11.11
192,216,weather_disruption,hurricane,medium,2024-11-05 04:14:35,11.63
193,219,weather_disruption,flooding,high,2024-03-08 10:57:12,19.05
194,226,port_congestion,inspection_backlog,high,2025-02-03 06:30:28,51.19
195,226,transport_delay,fuel_shortage,high,2025-02-03 09:08:00,20.04
196,226,port_congestion,inspection_backlog,high,2025-02-05 02:51:30,32.15
197,228,port_congestion,inspection_backlog,medium,2024-12-07 13:19:06,18.81
198,229,supplier_failure,capacity_shortage,high,2024-08-16 22:23:26,41.02
199,231,weather_disruption,fog,low,2024-05-30 02:58:02,7.29
200,232,supplier_failure,quality_issue,high,2024-08-03 02:31:34,39.96
201,232,transport_delay,vehicle_breakdown,high,2024-08-03 17:52:07,51.32
202,233,weather_disruption,blizzard,medium,2023-09-07 04:31:44,14.89
203,233,transport_delay,vehicle_breakdown,medium,2023-09-07 05:28:07,12.68
204,233,transport_delay,border_delay,medium,2023-09-07 17:47:55,27.93
205,235,port_congestion,equipment_failure,low,2024-06-01 09:14:25,5.59
206,240,supplier_failure,production_halt,medium,2024-03-02 01:54:30,11.01
207,241,supplier_failure,bankruptcy,medium,2024-08-11 15:37:31,16.81
208,242,weather_disruption,blizzard,high,2024-06-05 19:50:51,35.51
209,242,transport_delay,road_closure,high,2024-06-06 02:44:06,25.42
210,242,port_congestion,high_demand,high,2024-06-07 01:24:10,52.71
211,242,supplier_failure,bankruptcy,high,2024-06-08 00:47:52,75.74
212,242,weather_disruption,hurricane,high,2024-06-08 11:47:10,23.52
213,244,transport_delay,border_delay,medium,2023-04-13 00:10:13,6.49
214,245,transport_delay,fuel_shortage,high,2025-11-06 23:06:10,33.12
215,245,port_congestion,labor_strike,high,2025-11-09 12:36:31,49.3
216,247,transport_delay,road_closure,high,2023-12-09 00:56:02,30.4
217,248,weather_disruption,flooding,medium,2023-05-09 04:06:45,3.88
218,250,weather_disruption,flooding,medium,2023-06-30 14:21:32,3.6
219,252,port_congestion,high_demand,medium,2025-11-30 06:16:18,7.02
220,252,supplier_failure,quality_issue,medium,2025-11-30 16:35:27,6.28
221,252,port_congestion,high_demand,medium,2025-12-01 00:23:40,10.56
222,255,port_congestion,equipment_failure,high,2024-09-28 13:12:26,15.89
223,256,port_congestion,labor_strike,high,2025-07-19 01:48:18,26.39
224,257,port_congestion,high_demand,medium,2025-09-08 05:48:44,5.88
225,259,port_congestion,inspection_backlog,medium,2024-11-21 01:47:53,16.74
226,260,transport_delay,road_closure,high,2025-02-07 14:21:38,12.63
227,260,port_congestion,inspection_backlog,high,2025-02-08 08:39:48,30.31
228,260,port_congestion,high_demand,high,2025-02-09 04:09:03,39.99
229,260,weather_disruption,fog,high,2025-02-13 12:26:57,54.94
230,260,supplier_failure,production_halt,high,2025-02-13 14:47:54,57.3
231,260,transport_delay,fuel_shortage,high,2025-02-15 15:39:13,25.14
232,260,transport_delay,road_closure,high,2025-02-16 08:21:04,38.22
233,261,transport_delay,fuel_shortage,low,2025-05-21 07:25:44,3.39
234,261,transport_delay,vehicle_breakdown,low,2025-05-21 15:33:28,1.62
235,262,supplier_failure,bankruptcy,medium,2024-04-05 12:57:06,48.11
236,262,transport_delay,road_closure,medium,2024-04-06 02:26:38,16.66
237,264,port_congestion,high_demand,medium,2025-06-03 00:18:26,13.79
238,265,port_congestion,equipment_failure,low,2023-11-14 18:12:42,4.94
239,266,port_congestion,inspection_backlog,high,2025-06-02 23:00:47,19.36
240,266,port_congestion,labor_strike,high,2025-06-04 12:47:25,12.77
241,268,port_congestion,high_demand,medium,2023-07-18 00:57:07,8.32
242,268,supplier_failure,production_halt,medium,2023-07-18 11:29:55,9.28
243,268,transport_delay,road_closure,medium,2023-07-18 21:21:34,6.5
244,269,transport_delay,vehicle_breakdown,low,2024-02-12 00:01:59,2.72
245,269,weather_disruption,blizzard,low,2024-02-12 00:46:44,8.32
246,270,weather_disruption,fog,low,2023-10-17 02:19:18,9.23
247,272,transport_delay,vehicle_breakdown,medium,2024-04-23 07:31:40,40.44
248,275,supplier_failure,production_halt,high,2023-01-11 20:01:07,21.46
249,275,transport_delay,fuel_shortage,high,2023-01-13 08:12:32,37.13
250,275,port_congestion,high_demand,high,2023-01-13 13:21:02,48.01
251,277,port_congestion,high_demand,low,2024-10-04 02:27:03,1.18
252,279,weather_disruption,blizzard,high,2025-08-25 00:08:45,37.9
253,279,transport_delay,road_closure,high,2025-08-25 01:21:03,11.39
254,279,transport_delay,vehicle_breakdown,high,2025-08-25 19:45:42,18.38
255,279,transport_delay,road_closure,high,2025-08-29 22:41:11,52.24
256,280,port_congestion,high_demand,medium,2024-01-09 11:29:17,10.02
257,281,transport_delay,road_closure,high,2024-08-19 06:11:55,19.39
258,281,transport_delay,road_closure,high,2024-08-28 09:57:50,51.4
259,281,transport_delay,fuel_shortage,high,2024-08-31 19:35:45,46.42
260,281,transport_delay,fuel_shortage,high,2024-09-01 06:34:04,34.28
261,282,port_congestion,high_demand,medium,2024-11-26 05:55:20,13.5
262,285,weather_disruption,blizzard,low,2024-09-20 06:21:41,4.6
263,286,port_congestion,inspection_backlog,medium,2024-12-29 01:09:45,17.61
264,286,transport_delay,vehicle_breakdown,medium,2024-12-29 03:01:17,26.12
265,286,port_congestion,labor_strike,medium,2024-12-29 06:48:55,11.62
266,287,transport_delay,border_delay,medium,2023-08-08 19:31:34,8.1
267,287,transport_delay,vehicle_breakdown,medium,2023-08-09 11:40:10,13.96
268,287,port_congestion,inspection_backlog,medium,2023-08-09 16:17:07,7.38
269,287,transport_delay,road_closure,medium,2023-08-09 23:36:25,14.62
270,288,port_congestion,inspection_backlog,medium,2023-08-12 06:31:20,9.5
271,288,supplier_failure,capacity_shortage,medium,2023-08-12 07:30:12,9.27
272,290,transport_delay,vehicle_breakdown,high,2024-08-26 07:10:31,36.88
273,293,weather_disruption,severe_storm,high,2024-09-17 18:29:29,20.11
274,295,transport_delay,fuel_shortage,medium,2025-02-04 01:06:43,20.28
275,295,supplier_failure,quality_issue,medium,2025-02-04 18:44:13,14.26
276,296,supplier_failure,quality_issue,high,2025-09-11 03:49:13,37.13
277,296,transport_delay,border_delay,high,2025-09-11 13:48:05,24.55
278,296,supplier_failure,quality_issue,high,2025-09-12 13:21:24,37.67
279,296,port_congestion,inspection_backlog,high,2025-09-12 16:03:44,14.34
280,297,transport_delay,fuel_shortage,low,2024-12-18 06:16:30,2.92
281,298,supplier_failure,bankruptcy,high,2024-07-11 00:56:02,39.97
282,298,weather_disruption,hurricane,high,2024-07-11 03:44:13,22.98
283,298,port_congestion,labor_strike,high,2024-07-11 14:22:09,19.23
284,298,port_congestion,inspection_backlog,high,2024-07-11 19:15:44,34.62
285,298,port_congestion,labor_strike,high,2024-07-11 19:53:19,97.23
286,298,transport_delay,road_closure,high,2024-07-12 00:23:35,16.91
287,298,transport_delay,road_closure,high,2024-07-12 10:28:20,18.77
288,298,transport_delay,fuel_shortage,high,2024-07-13 02:44:35,28.94
289,298,weather_disruption,hurricane,high,2024-07-14 21:27:44,82.9
290,298,transport_delay,fuel_shortage,high,2024-07-15 09:14:39,12.4
291,298,transport_delay,border_delay,high,2024-07-15 17:21:11,29.65
292,298,weather_disruption,blizzard,high,2024-07-16 19:05:58,45.04
293,299,port_congestion,labor_strike,high,2024-08-13 23:55:28,9.09
294,299,weather_disruption,hurricane,high,2024-08-14 23:42:03,37.22
295,300,port_congestion,labor_strike,high,2024-02-16 05:35:32,13.69
296,300,supplier_failure,bankruptcy,high,2024-02-18 07:29:17,24.32
297,301,transport_delay,road_closure,medium,2024-03-21 18:51:26,20.64
298,302,supplier_failure,quality_issue,high,2024-12-31 11:55:19,92.0
299,305,port_congestion,high_demand,medium,2025-09-27 10:29:13,7.89
300,307,port_congestion,inspection_backlog,medium,2024-07-30 21:31:19,9.94
301,309,transport_delay,fuel_shortage,high,2024-01-07 00:16:42,14.32
302,309,transport_delay,vehicle_breakdown,high,2024-01-08 03:54:34,78.2
303,310,port_congestion,labor_strike,medium,2025-03-04 21:38:29,19.16
304,312,weather_disruption,flooding,medium,2024-06-06 08:11:30,8.4
305,312,weather_disruption,blizzard,medium,2024-06-06 22:00:50,6.1
306,312,transport_delay,vehicle_breakdown,medium,2024-06-07 04:15:34,18.24
307,314,port_congestion,high_demand,medium,2023-10-23 07:11:01,13.4
308,314,transport_delay,vehicle_breakdown,medium,2023-10-23 08:06:09,9.33
309,314,port_congestion,equipment_failure,medium,2023-10-23 23:31:58,19.24
310,316,supplier_failure,production_halt,medium,2025-02-09 18:26:36,21.35
311,320,supplier_failure,bankruptcy,medium,2025-06-24 04:36:53,3.69
312,320,supplier_failure,bankruptcy,medium,2025-06-25 13:15:02,12.92
313,321,port_congestion,equipment_failure,medium,2024-02-04 20:44:23,19.64
314,321,transport_delay,road_closure,medium,2024-02-05 22:48:02,28.4
315,322,transport_delay,vehicle_breakdown,medium,2025-07-14 02:39:24,6.45
316,323,transport_delay,road_closure,medium,2024-06-16 01:52:49,8.16
317,327,port_congestion,equipment_failure,medium,2024-02-23 13:41:38,19.55
318,327,port_congestion,high_demand,medium,2024-02-23 20:24:43,7.97
319,327,weather_disruption,flooding,medium,2024-02-24 20:54:19,11.44
320,327,port_congestion,equipment_failure,medium,2024-02-25 03:07:00,10.56
321,327,transport_delay,border_delay,medium,2024-02-25 14:10:14,20.19
322,328,port_congestion,equipment_failure,high,2023-07-06 17:19:42,30.07
323,329,port_congestion,labor_strike,high,2024-06-19 13:00:00,47.28
324,329,port_congestion,equipment_failure,high,2024-06-22 07:16:11,105.83
325,330,weather_disruption,fog,medium,2025-06-24 00:42:06,9.09
326,331,transport_delay,border_delay,medium,2024-09-07 07:18:35,15.0
327,334,supplier_failure,bankruptcy,high,2024-03-17 05:29:59,26.26
328,334,port_congestion,high_demand,high,2024-03-21 19:49:39,12.68
329,336,supplier_failure,quality_issue,high,2024-07-23 11:58:26,53.41
330,336,weather_disruption,fog,high,2024-07-23 15:02:43,23.53
331,336,weather_disruption,severe_storm,high,2024-07-25 10:25:43,44.05
332,338,port_congestion,inspection_backlog,medium,2024-03-21 08:38:00,12.29
333,338,port_congestion,equipment_failure,medium,2024-03-22 06:11:12,17.5
334,338,transport_delay,fuel_shortage,medium,2024-03-22 19:45:12,16.53
335,339,port_congestion,inspection_backlog,medium,2024-09-12 03:02:01,19.74
336,341,transport_delay,road_closure,high,2025-06-07 00:36:31,24.78
337,341,port_congestion,equipment_failure,high,2025-06-11 10:47:09,44.25
338,341,supplier_failure,quality_issue,high,2025-06-11 13:46:23,9.34
339,341,transport_delay,border_delay,high,2025-06-12 23:12:04,22.14
340,341,transport_delay,fuel_shortage,high,2025-06-15 03:31:13,47.54
341,341,transport_delay,road_closure,high,2025-06-15 19:56:52,23.63
342,341,supplier_failure,quality_issue,high,2025-06-16 07:30:20,98.73
343,342,transport_delay,road_closure,medium,2023-06-08 03:11:53,9.29
344,342,port_congestion,high_demand,medium,2023-06-08 09:40:36,15.16
345,342,supplier_failure,production_halt,medium,2023-06-08 10:03:56,7.61
346,343,transport_delay,fuel_shortage,medium,2023-04-16 00:29:23,24.04
347,344,supplier_failure,production_halt,medium,2023-11-19 03:19:18,46.18
348,344,transport_delay,road_closure,medium,2023-11-19 12:48:16,5.79
349,344,weather_disruption,flooding,medium,2023-11-21 01:29:45,5.28
350,346,transport_delay,fuel_shortage,low,2025-03-22 07:29:07,5.26
351,347,port_congestion,high_demand,low,2024-04-28 01:48:08,9.23
352,347,weather_disruption,flooding,low,2024-04-28 09:00:31,1.77
353,348,transport_delay,fuel_shortage,medium,2023-08-08 11:47:15,5.65
354,348,port_congestion,inspection_backlog,medium,2023-08-08 21:24:17,18.18
355,348,supplier_failure,capacity_shortage,medium,2023-08-09 14:32:24,6.31
356,351,supplier_failure,quality_issue,medium,2024-05-11 13:11:24,7.85
357,351,transport_delay,vehicle_breakdown,medium,2024-05-12 00:07:43,4.08
358,352,transport_delay,vehicle_breakdown,medium,2025-07-16 01:23:08,3.45
359,355,port_congestion,labor_strike,medium,2024-03-02 07:45:39,8.76
360,359,transport_delay,border_delay,medium,2024-10-31 03:32:02,13.48
361,361,weather_disruption,blizzard,medium,2024-09-10 05:23:15,24.41
362,363,transport_delay,fuel_shortage,high,2023-07-16 12:28:18,46.64
363,363,transport_delay,vehicle_breakdown,high,2023-07-20 01:43:56,28.34
364,363,transport_delay,border_delay,high,2023-07-22 07:57:18,13.66
365,363,transport_delay,road_closure,high,2023-07-22 15:53:59,30.3
366,366,transport_delay,vehicle_breakdown,medium,2023-12-11 02:06:11,4.67
367,366,port_congestion,inspection_backlog,medium,2023-12-12 10:03:01,30.29
368,368,transport_delay,fuel_shortage,medium,2024-08-20 14:12:10,21.93
369,369,transport_delay,road_closure,high,2023-03-20 20:52:00,22.34
370,369,port_congestion,inspection_backlog,high,2023-03-23 22:31:00,15.47
371,370,transport_delay,border_delay,medium,2024-09-19 01:10:05,8.34
372,370,transport_delay,fuel_shortage,medium,2024-09-19 10:14:27,5.0
373,371,supplier_failure,quality_issue,medium,2024-05-11 16:24:19,13.58
374,372,port_congestion,inspection_backlog,high,2024-09-04 16:22:23,86.83
375,372,weather_disruption,hurricane,high,2024-09-06 21:21:32,116.2
376,374,supplier_failure,bankruptcy,medium,2025-08-11 17:01:08,16.26
377,374,weather_disruption,blizzard,medium,2025-08-11 18:42:11,13.18
378,375,port_congestion,labor_strike,medium,2025-07-09 00:06:36,11.46
379,375,port_congestion,high_demand,medium,2025-07-10 02:25:13,32.02
380,375,port_congestion,labor_strike,medium,2025-07-10 04:47:17,14.8
381,378,port_congestion,labor_strike,high,2024-11-02 11:07:25,17.84
382,378,supplier_failure,bankruptcy,high,2024-11-02 15:50:31,25.76
383,378,transport_delay,road_closure,high,2024-11-03 08:06:44,23.23
384,378,supplier_failure,quality_issue,high,2024-11-04 05:14:39,29.16
385,378,transport_delay,border_delay,high,2024-11-04 22:39:44,75.48
